time,X
0.39527027027027,1.15217391304348
0.851351351351351,1.26811594202899
1.19594594594595,1.44927536231884
1.44932432432432,1.70289855072464
1.60135135135135,1.92028985507246
1.79391891891892,2.15217391304348
1.98648648648649,2.3695652173913
2.15878378378378,2.58695652173913
2.30067567567568,2.80434782608696
2.48310810810811,3.03623188405797
2.625,3.26086956521739
2.7972972972973,3.47826086956522
3.01013513513513,3.69565217391304

